arrival_month,Total_spend,no_of_special_requests,arrival_date,age,Usage_frequency,Support_calls,market_segment_type,type_plan,arrival_year,booking_status
12,648,0,17,40,24,6,3,1,2024,1
8,941,0,5,25,6,1,2,0,2023,1
9,856,0,1,27,12,1,2,2,2024,1
9,872,0,9,31,28,9,2,1,2023,1
7,246,1,11,58,16,0,2,1,2024,1
3,596,1,25,60,17,7,4,2,2024,0
4,479,0,2,37,30,1,3,1,2024,1
6,282,0,4,26,22,0,4,1,2024,0
12,588,1,23,50,24,10,3,0,2023,1
7,423,0,11,29,16,10,4,2,2023,1
10,194,1,20,26,8,6,4,2,2024,1
12,375,0,29,63,9,8,3,1,2023,1
7,223,0,8,26,12,8,4,1,2024,0
8,403,0,18,19,16,5,4,2,2024,0
6,415,0,24,21,6,7,3,2,2024,0
11,494,1,5,36,26,5,4,2,2023,1
2,941,0,27,27,24,2,3,2,2024,1
2,746,0,28,26,22,7,3,2,2024,0
12,167,2,7,31,20,4,4,2,2024,1
7,241,2,31,26,13,0,4,1,2024,0
7,827,0,29,22,23,7,4,2,2024,1
7,487,3,25,44,19,10,4,1,2024,1
7,884,0,31,43,13,4,4,1,2024,1
6,709,0,6,37,27,7,3,2,2024,1
1,368,1,27,63,29,9,4,0,2024,1
12,734,0,30,19,10,0,3,2,2023,1
12,559,2,6,42,9,1,4,2,2024,0
12,143,0,24,19,21,0,4,2,2024,0
8,992,0,10,49,27,1,4,2,2023,1
10,723,1,10,60,17,2,4,0,2024,1
10,945,0,5,33,16,1,3,1,2024,1
4,115,0,17,28,2,7,4,0,2024,0
3,381,1,11,41,13,7,4,0,2024,1
7,240,0,11,34,4,5,4,1,2024,0
9,999,1,2,27,17,3,4,0,2024,1
5,311,1,8,39,24,7,4,2,2024,1
2,221,0,23,33,13,3,4,1,2024,1
8,121,1,31,29,27,8,4,1,2024,0
4,415,0,20,30,17,9,3,1,2024,1
11,808,0,4,31,14,2,4,2,2024,0
2,373,2,28,52,1,6,4,2,2024,1
7,938,1,8,42,7,8,4,2,2024,1
9,654,2,28,36,29,9,4,0,2024,0
1,525,0,19,58,30,4,3,2,2024,1
11,132,1,6,22,30,8,4,0,2024,0
12,973,1,31,25,21,7,4,2,2023,1
5,574,0,9,34,13,1,4,0,2024,1
12,818,1,26,61,28,3,4,0,2024,1
9,162,3,17,55,7,5,4,2,2023,1
11,458,2,23,59,13,3,4,1,2024,1
9,984,1,13,42,10,2,3,2,2024,0
4,518,0,28,60,20,9,3,1,2024,1
9,807,1,16,34,26,9,4,2,2024,1
10,903,0,14,62,25,6,3,2,2024,0
6,894,1,10,35,14,9,4,2,2024,1
11,737,1,11,49,25,7,4,1,2024,1
10,533,0,4,20,7,2,3,1,2024,0
10,209,0,4,61,24,1,3,2,2024,0
7,630,1,13,48,20,9,3,0,2024,1
12,952,0,16,38,29,3,4,0,2023,1
3,279,0,5,35,7,8,4,2,2024,1
10,499,0,21,56,26,8,3,2,2024,0
11,753,0,26,31,23,5,3,0,2024,1
10,550,0,18,30,28,3,4,2,2023,1
11,854,0,4,63,7,8,3,2,2024,0
6,627,0,23,39,13,8,4,1,2024,0
6,299,0,28,44,10,3,4,0,2024,0
4,857,0,28,22,26,10,3,1,2024,1
11,103,0,24,64,10,6,3,1,2024,1
6,438,1,29,31,6,9,4,0,2024,1
12,451,0,26,35,18,10,4,2,2024,0
4,874,0,29,58,27,7,4,1,2024,0
5,157,1,18,54,20,3,4,2,2024,1
7,329,0,17,57,8,3,3,1,2023,1
5,653,0,19,64,4,6,3,2,2024,0
4,709,0,21,44,22,7,2,1,2024,1
10,142,1,12,28,11,1,3,2,2023,1
11,368,0,3,42,17,3,3,2,2024,0
8,740,1,20,29,29,1,4,1,2024,1
6,110,0,26,34,8,9,4,1,2024,0
8,996,0,14,49,10,3,3,2,2023,1
8,981,0,19,25,2,3,4,2,2024,0
12,218,0,22,48,30,3,4,0,2024,1
9,247,0,20,35,8,5,4,0,2024,0
10,587,0,15,47,6,2,3,2,2024,0
2,132,0,28,29,6,4,3,2,2024,0
10,964,0,9,30,17,8,3,1,2023,1
4,908,0,1,29,18,4,4,1,2024,0
5,279,0,20,61,21,7,3,2,2024,0
1,698,0,20,28,12,5,3,1,2024,1
2,323,1,11,18,20,9,4,0,2024,1
9,764,1,30,44,17,2,2,0,2024,1
3,293,1,11,65,9,0,4,1,2024,1
9,316,1,21,57,16,1,4,1,2023,1
3,413,0,13,53,27,8,3,0,2024,1
5,287,0,25,32,7,6,3,0,2024,1
10,714,1,10,44,5,10,4,1,2024,1
9,707,0,18,46,26,6,3,2,2023,1
6,393,0,7,41,22,10,4,0,2024,0
1,599,0,14,41,28,10,2,1,2024,1
9,961,1,25,58,14,3,4,0,2024,0
4,137,0,24,30,30,8,3,0,2024,0
5,237,0,11,59,30,10,3,0,2024,1
6,846,0,30,31,21,4,4,2,2024,0
8,150,0,14,25,17,1,3,0,2023,1
4,349,1,7,35,20,10,4,1,2024,1
10,879,3,6,30,27,5,4,2,2024,1
4,573,1,1,51,19,0,4,2,2024,1
3,174,0,18,57,2,3,3,2,2024,1
7,572,0,7,28,8,1,2,1,2024,1
9,743,0,26,58,18,4,3,2,2024,0
6,800,1,21,64,8,10,4,0,2024,0
10,168,2,17,41,3,7,4,1,2024,1
8,616,2,9,52,18,4,4,2,2023,1
6,252,0,4,42,17,2,4,1,2024,0
6,169,0,24,51,9,5,3,1,2024,0
8,555,0,21,37,25,5,4,1,2023,1
11,265,0,16,49,27,1,3,1,2024,0
8,665,1,6,23,1,7,4,1,2024,0
9,534,0,13,54,18,0,3,1,2024,0
10,241,0,25,40,19,3,3,0,2024,1
4,403,0,12,39,9,8,4,2,2024,1
2,965,0,5,48,1,8,2,2,2024,1
4,969,0,6,29,8,5,3,0,2024,1
3,984,0,14,23,24,10,4,1,2024,1
5,778,0,26,37,11,2,0,2,2024,1
9,297,3,19,22,4,8,4,1,2023,1
10,510,0,2,55,14,4,3,2,2023,1
8,194,0,22,54,24,7,3,0,2023,0
2,120,2,19,23,24,7,4,0,2024,1
8,361,0,22,65,7,10,4,2,2024,0
3,467,1,24,53,20,0,4,2,2024,1
3,358,0,13,53,20,9,4,0,2024,1
12,351,0,4,31,8,9,3,1,2023,1
4,445,0,6,50,18,5,3,2,2024,1
10,276,0,16,30,2,4,3,2,2023,1
7,132,1,12,38,28,9,4,0,2024,1
10,832,2,4,64,14,7,4,2,2023,1
9,129,0,2,55,13,8,4,2,2023,1
3,663,1,27,50,12,7,3,2,2024,1
6,380,2,11,47,6,7,3,2,2024,1
10,288,1,18,55,17,0,4,0,2024,1
5,944,1,18,53,12,9,4,2,2024,1
5,451,1,24,60,25,8,4,1,2024,0
7,248,1,2,25,3,7,4,2,2024,0
12,170,2,4,40,20,9,3,1,2024,1
12,762,1,6,50,26,8,4,2,2024,1
10,746,3,5,58,3,7,4,2,2024,1
6,794,0,15,27,28,5,3,0,2024,0
8,693,0,19,19,3,1,3,0,2024,0
5,266,0,3,37,6,8,3,1,2024,1
3,931,0,26,50,2,10,4,1,2024,0
9,332,2,30,62,5,10,4,0,2024,0
1,606,0,20,34,11,3,4,2,2024,1
10,834,0,19,38,30,5,3,1,2024,1
10,253,0,16,44,13,5,3,1,2023,0
8,257,0,31,36,2,3,4,1,2024,0
9,351,0,25,34,23,1,4,0,2024,1
10,989,0,6,43,12,3,4,1,2024,0
10,203,0,2,26,7,7,3,0,2023,1
9,587,0,24,50,8,8,3,1,2023,1
3,434,1,29,40,5,1,4,1,2024,1
9,302,0,18,38,28,5,3,2,2023,1
9,442,0,17,64,26,10,3,2,2023,1
8,342,3,19,23,16,10,4,2,2024,1
5,787,1,4,25,20,3,4,1,2024,1
3,765,0,19,32,25,8,4,0,2024,0
3,908,0,27,30,2,8,3,1,2024,1
7,529,1,11,65,1,3,4,1,2024,1
6,537,0,2,24,13,3,4,1,2024,0
11,694,0,11,39,24,8,3,1,2024,1
10,235,0,9,30,3,4,3,1,2023,1
2,354,0,22,58,24,5,4,0,2024,0
7,568,0,28,40,6,4,4,2,2024,1
9,494,1,28,44,1,4,4,1,2024,1
3,212,0,8,27,21,6,2,2,2024,1
10,634,0,12,40,21,7,3,2,2024,0
6,125,0,9,33,22,4,3,1,2024,1
11,438,1,18,31,19,4,4,0,2024,1
6,917,0,9,48,12,10,3,2,2024,1
5,247,0,13,48,13,5,4,1,2024,0
9,846,2,21,34,17,6,4,1,2024,0
12,805,2,28,65,5,0,4,1,2024,0
9,343,0,24,24,12,0,3,1,2023,1
10,327,1,9,23,4,10,4,2,2024,1
7,832,2,31,62,2,1,3,2,2024,1
5,854,1,25,65,29,3,4,2,2024,1
11,644,1,11,32,23,8,4,2,2023,1
9,850,1,10,50,19,10,4,1,2023,1
7,853,1,7,52,1,10,4,2,2024,0
10,516,0,15,47,11,4,3,2,2023,1
8,110,0,1,29,20,2,4,1,2023,0
6,256,0,13,63,13,1,4,1,2024,1
2,196,1,15,59,11,0,2,2,2024,1
7,892,1,14,54,19,8,4,0,2024,1
10,276,1,29,43,29,6,4,0,2024,1
9,293,0,23,41,21,7,3,0,2023,0
12,417,0,29,37,20,2,3,0,2024,1
10,460,0,6,42,14,10,3,2,2023,1
11,641,1,11,33,17,3,4,2,2024,0
1,503,0,30,56,13,1,4,0,2024,1
1,175,0,28,40,30,10,3,0,2024,1
9,208,1,5,60,10,9,4,0,2023,1
10,296,0,2,44,25,4,3,0,2023,0
10,968,1,16,26,2,6,4,2,2023,1
7,660,1,14,23,10,4,4,0,2024,1
8,754,0,13,63,16,4,4,0,2024,0
8,457,3,17,62,10,4,4,0,2023,1
11,123,0,17,23,18,6,3,0,2023,1
10,260,0,2,49,5,4,4,2,2024,0
5,338,0,19,58,17,10,4,2,2024,1
9,605,2,26,62,2,5,4,0,2024,1
2,538,0,27,33,11,5,3,2,2024,1
8,176,0,29,45,14,9,4,2,2024,1
3,271,1,17,63,8,9,2,0,2024,1
9,545,1,19,20,28,6,4,0,2024,1
11,269,1,3,18,30,0,4,0,2024,0
6,960,0,15,61,29,10,3,1,2024,0
5,103,1,7,38,28,4,4,2,2024,1
6,463,0,9,27,9,9,3,2,2024,1
9,406,0,21,40,18,6,3,0,2023,1
7,867,2,20,59,14,5,4,1,2024,1
9,910,1,3,28,27,1,4,2,2024,1
11,697,0,10,27,19,5,4,1,2024,1
9,276,1,23,28,18,9,4,1,2023,1
2,799,0,15,21,7,4,4,0,2024,0
10,200,1,15,62,18,3,4,0,2024,1
12,509,1,17,64,2,5,4,1,2024,1
12,281,0,30,19,30,0,3,0,2023,1
8,152,1,5,28,20,1,4,2,2024,1
9,145,0,9,29,23,10,2,2,2023,1
10,521,0,2,21,14,3,3,2,2023,0
8,567,2,17,59,2,8,4,0,2024,0
10,360,0,1,20,2,7,4,0,2024,1
6,896,0,24,49,5,10,3,1,2024,1
8,609,1,1,45,12,4,4,1,2024,0
1,287,1,6,34,22,3,4,0,2024,1
4,239,1,17,46,5,2,4,1,2024,0
5,694,0,20,42,11,5,3,2,2024,1
1,981,0,3,18,26,2,4,2,2024,1
8,205,0,5,25,17,2,1,2,2023,1
7,667,0,27,50,30,10,4,0,2023,0
3,404,1,22,30,18,2,3,2,2024,1
3,387,0,21,33,7,6,3,0,2024,0
7,687,0,3,34,2,1,3,1,2024,1
3,727,1,11,34,11,4,3,1,2024,1
12,326,1,2,30,14,8,4,2,2024,1
8,439,0,10,46,19,2,4,1,2024,0
9,639,0,19,47,5,3,2,2,2024,1
10,310,0,12,30,8,10,3,2,2024,0
8,992,1,1,64,1,0,4,0,2024,1
10,693,2,16,59,3,1,4,1,2023,1
10,992,1,19,25,17,9,4,1,2023,1
5,451,0,13,62,16,4,3,0,2024,1
10,430,1,30,61,3,1,4,0,2024,1
8,254,1,27,20,26,2,4,0,2023,1
1,533,0,19,45,3,0,4,0,2024,1
12,752,2,17,18,10,10,4,2,2024,1
5,193,0,18,49,26,5,4,2,2024,0
7,324,0,11,52,21,7,2,1,2024,1
5,289,1,5,41,27,3,4,2,2024,1
4,573,1,2,59,9,8,4,0,2024,1
1,493,1,17,46,29,6,4,1,2024,1
6,476,0,6,64,8,10,3,1,2024,1
10,320,1,29,40,9,8,4,1,2023,1
3,459,1,31,58,14,1,4,0,2024,1
11,506,0,24,26,13,2,3,2,2023,1
9,910,0,2,27,28,10,4,1,2024,1
2,337,0,28,65,5,4,3,2,2024,1
10,977,0,10,64,20,3,3,2,2023,1
10,668,0,14,30,4,10,3,1,2024,0
1,499,0,14,61,17,3,4,1,2024,0
10,880,1,29,62,22,0,3,2,2024,1
7,822,1,18,31,17,1,4,2,2024,1
10,321,1,16,36,23,9,4,1,2024,1
10,242,1,16,33,12,8,4,1,2024,0
10,980,2,25,24,21,7,4,1,2024,1
3,268,1,15,19,26,10,4,1,2024,1
2,182,0,19,37,6,7,2,2,2024,1
4,537,1,29,44,4,10,4,2,2024,1
7,387,0,21,65,24,6,3,2,2024,0
6,537,2,28,47,1,7,4,1,2024,1
11,497,2,12,62,18,2,4,2,2024,1
1,585,0,4,33,27,4,1,1,2024,1
12,104,0,14,44,12,10,3,0,2023,1
7,1000,1,2,43,9,5,4,1,2024,1
6,726,1,28,58,9,9,4,0,2024,1
7,805,0,11,29,21,5,2,2,2024,1
12,750,2,1,44,15,9,4,2,2023,1
10,100,0,27,24,16,2,0,0,2024,1
9,384,2,11,42,5,9,1,0,2024,1
10,192,0,31,27,10,4,4,1,2024,0
9,441,0,26,56,24,6,4,2,2024,0
2,320,0,11,35,19,6,4,0,2024,0
7,140,0,1,48,26,1,4,0,2024,0
6,681,1,27,45,4,8,4,1,2024,1
7,698,0,23,49,15,4,4,0,2024,0
11,844,1,25,54,28,5,4,2,2024,1
6,313,1,19,30,22,3,4,2,2024,1
2,747,1,28,26,10,7,4,2,2024,1
10,107,0,15,35,16,3,3,2,2024,0
12,414,0,26,52,13,5,4,2,2024,0
8,735,0,5,18,4,8,2,1,2023,1
9,131,2,29,26,2,0,4,2,2024,0
8,955,0,15,43,19,6,4,2,2023,0
12,261,2,2,18,10,6,4,2,2024,1
9,205,2,30,51,10,4,4,0,2024,0
5,386,0,30,28,6,3,4,0,2024,0
8,752,0,24,37,8,8,4,2,2023,1
4,315,0,6,41,29,0,3,2,2024,1
2,437,0,24,59,11,10,3,2,2024,1
8,353,1,14,41,2,4,4,1,2023,1
12,188,2,12,21,5,10,4,2,2023,1
6,131,0,18,57,19,9,3,1,2024,1
8,140,1,15,59,27,10,4,2,2023,1
2,217,0,10,26,30,3,2,1,2024,1
2,514,1,20,26,17,2,4,2,2024,0
10,550,0,13,54,20,7,3,2,2024,1
10,713,0,11,40,30,4,4,0,2023,1
6,804,1,18,57,29,3,4,0,2024,0
6,981,1,10,58,2,4,3,0,2024,1
4,600,0,12,26,14,8,3,1,2024,1
8,383,0,29,30,16,1,3,1,2023,1
11,756,1,15,62,6,4,4,1,2023,1
9,215,0,30,20,15,7,4,1,2024,0
9,785,1,9,57,16,4,4,1,2024,1
10,565,0,15,50,7,6,4,1,2023,1
7,216,0,14,18,22,8,4,2,2023,0
6,505,1,30,43,15,5,3,2,2024,1
12,748,0,5,44,22,2,4,1,2024,1
10,951,0,23,34,30,4,3,2,2024,1
11,138,2,23,62,30,8,4,2,2024,1
10,219,0,4,30,16,10,4,0,2024,0
4,664,1,6,65,16,9,2,0,2024,1
9,594,1,15,30,22,9,4,0,2024,0
10,320,2,29,31,13,9,4,0,2024,1
8,832,0,28,33,9,5,4,2,2024,0
6,611,0,24,21,20,6,3,2,2024,1
10,973,0,11,39,30,7,3,0,2024,1
6,462,1,21,47,5,7,4,0,2024,1
7,209,1,3,51,22,1,4,0,2024,1
8,426,0,5,37,14,6,2,1,2023,1
6,811,1,16,40,20,5,3,1,2024,1
6,132,0,6,24,10,3,3,2,2024,0
9,467,0,17,37,21,5,3,0,2023,1
10,622,0,13,37,19,6,3,0,2024,1
9,639,1,23,56,25,3,4,1,2024,1
11,672,3,12,46,30,0,4,2,2024,1
9,919,0,15,48,26,10,4,0,2024,1
9,182,0,8,33,20,10,3,0,2024,1
3,296,1,17,63,17,8,4,1,2024,0
10,947,1,29,48,22,7,4,0,2024,0
10,555,2,12,60,6,2,4,0,2024,1
4,927,2,25,28,25,10,4,0,2024,1
3,208,1,4,58,22,8,4,2,2024,0
9,428,2,1,38,13,1,4,0,2024,1
4,515,1,23,28,3,6,3,0,2024,1
11,190,0,5,36,11,1,3,2,2023,1
2,951,0,12,19,1,5,4,2,2024,1
10,348,0,9,37,22,8,3,2,2024,1
10,518,3,8,36,17,8,4,1,2024,1
1,706,0,26,32,12,1,4,0,2024,1
5,843,0,7,26,22,0,4,0,2024,0
12,411,2,12,59,14,2,4,2,2024,1
10,472,1,5,57,8,3,4,2,2023,1
2,699,1,12,29,8,9,4,2,2024,1
3,865,0,30,34,22,1,4,1,2024,0
6,101,1,21,55,29,2,4,2,2024,1
5,388,0,13,30,28,3,3,1,2024,0
11,580,2,12,62,18,9,4,0,2024,1
10,785,1,7,29,21,3,4,0,2023,1
12,562,0,1,31,6,1,4,0,2024,0
8,267,1,20,40,14,9,4,1,2024,1
8,862,2,21,49,1,4,3,0,2024,1
8,368,0,31,34,1,9,4,2,2024,1
11,619,0,21,50,6,5,4,1,2024,0
9,808,0,8,20,27,9,4,1,2024,0
12,195,0,3,25,9,3,4,1,2024,1
9,565,1,15,47,4,1,4,2,2023,1
9,935,0,7,59,14,6,3,2,2023,1
11,682,0,16,47,30,7,4,2,2024,0
8,329,0,13,55,25,10,4,1,2024,0
9,810,3,12,58,6,4,4,0,2024,1
5,765,0,31,27,5,4,2,2,2024,1
4,239,0,14,42,15,3,4,0,2024,0
8,460,1,1,44,9,6,4,0,2024,1
1,360,0,19,51,20,7,3,1,2024,1
9,401,0,21,47,7,6,3,0,2024,1
5,918,0,25,61,2,6,4,1,2024,1
11,831,1,6,47,21,1,4,1,2023,1
8,139,1,7,52,24,5,4,0,2024,0
6,291,0,1,33,2,1,4,1,2024,1
12,849,0,20,29,1,5,3,2,2023,1
10,926,1,19,21,27,2,3,1,2023,1
11,236,2,25,53,2,6,4,0,2023,1
6,736,1,24,41,23,9,3,2,2024,0
8,561,1,15,48,4,10,4,2,2024,1
4,289,0,27,26,26,8,4,2,2024,0
4,657,1,16,21,7,5,4,1,2024,1
6,160,2,18,42,29,9,4,1,2024,0
11,690,1,2,62,21,5,4,0,2024,1
8,851,1,23,34,15,5,4,1,2023,1
4,925,0,11,25,23,1,3,0,2024,1
8,257,0,20,34,14,4,4,2,2024,0
10,494,0,28,43,2,2,4,2,2024,1
9,341,2,14,64,28,7,4,1,2024,0
6,262,1,16,48,4,2,4,1,2024,1
7,327,0,1,25,24,2,4,1,2024,0
9,203,0,30,44,5,5,0,1,2024,0
9,986,1,8,31,9,3,4,0,2023,1
3,696,1,12,57,18,6,4,2,2024,1
3,656,0,21,32,11,0,4,2,2024,1
10,273,0,2,61,22,9,4,1,2024,0
6,890,1,4,45,8,5,4,1,2024,1
9,266,0,12,31,24,7,4,2,2024,0
5,501,1,19,36,15,3,4,1,2024,1
6,875,0,24,33,27,5,3,0,2024,1
1,428,1,2,46,14,8,3,2,2024,1
5,467,2,5,54,23,5,4,2,2024,1
5,778,0,18,46,24,9,3,0,2024,1
9,697,1,11,43,15,10,4,2,2023,0
12,219,1,26,34,15,0,4,0,2024,1
1,192,0,2,43,29,1,3,1,2024,1
11,730,0,4,28,5,3,3,0,2024,0
8,697,1,29,36,1,2,4,1,2024,1
6,885,0,2,20,18,7,4,2,2024,0
5,737,0,17,28,29,8,4,2,2024,0
10,885,2,15,27,29,10,4,2,2024,1
4,819,0,22,18,23,5,3,2,2024,0
4,893,0,19,38,6,4,4,0,2024,1
6,185,0,27,35,6,3,3,1,2024,0
8,519,1,19,38,2,9,4,0,2023,1
8,424,0,2,37,11,5,4,2,2024,0
12,872,1,9,52,29,4,4,0,2024,1
7,812,1,15,64,1,9,4,1,2024,0
8,457,1,8,49,3,6,4,2,2024,1
8,320,1,12,63,7,8,4,1,2024,1
3,806,4,9,23,5,5,4,1,2024,1
11,339,1,28,38,3,6,4,2,2024,1
10,365,3,23,32,29,2,4,0,2024,1
4,190,2,28,43,15,2,4,1,2024,1
7,417,0,9,32,22,6,4,2,2024,0
8,872,0,15,55,7,4,4,1,2024,0
6,284,2,26,46,7,6,4,1,2024,1
3,278,1,29,30,27,9,4,2,2024,1
2,166,0,19,32,6,1,2,1,2024,1
12,328,1,18,36,8,10,4,1,2024,1
10,802,0,2,22,1,10,4,0,2023,0
10,913,1,1,49,9,4,4,0,2023,1
12,279,0,5,31,3,4,4,1,2024,1
10,337,2,6,32,17,5,4,0,2024,1
7,207,2,4,25,2,8,4,0,2024,0
7,444,0,7,63,11,10,2,0,2024,1
3,225,0,9,48,11,10,2,1,2024,1
6,226,0,12,60,22,7,4,1,2024,0
8,894,1,2,44,10,2,4,1,2024,1
12,320,2,23,56,2,6,4,2,2024,1
12,502,0,3,31,11,6,4,2,2024,1
8,287,0,22,26,14,1,3,0,2023,1
5,799,1,14,56,4,2,4,1,2024,1
9,584,0,17,20,3,4,2,0,2023,1
2,119,1,13,45,30,4,4,2,2024,1
5,808,1,26,55,30,2,4,2,2024,1
12,189,0,15,52,13,4,4,1,2024,1
12,625,0,5,27,19,1,4,0,2023,1
9,832,1,12,18,24,3,4,2,2024,1
3,498,1,14,52,25,6,4,0,2024,1
4,709,0,23,64,2,7,3,0,2024,1
12,275,1,17,24,6,5,1,1,2024,1
6,624,2,28,20,11,3,4,0,2024,1
12,321,2,2,29,10,8,2,1,2023,1
4,187,1,2,18,5,10,4,0,2024,1
11,647,0,7,27,17,9,4,1,2024,1
12,386,2,15,60,5,3,4,0,2024,1
11,617,0,27,30,12,5,4,2,2024,0
6,581,0,15,32,21,5,3,0,2024,0
7,250,0,18,51,22,4,4,1,2024,0
9,864,0,24,36,20,7,4,2,2024,0
8,823,1,10,47,19,3,4,1,2024,1
8,608,0,17,50,20,8,2,2,2024,1
1,706,1,15,23,6,1,4,0,2024,1
9,125,1,13,32,19,8,3,1,2024,0
2,607,0,13,31,19,10,2,1,2024,1
12,216,1,8,51,23,10,4,0,2024,1
8,972,0,4,19,30,8,4,0,2024,0
6,724,0,9,44,21,10,4,2,2024,0
6,483,0,8,34,12,2,4,1,2024,0
9,655,0,14,33,23,10,3,1,2024,1
11,903,0,10,39,15,1,3,1,2023,1
2,312,2,10,48,8,9,4,0,2024,1
5,981,0,29,26,28,10,3,2,2024,0
10,160,0,12,23,26,9,4,1,2023,0
6,266,0,29,58,29,4,3,1,2024,1
9,612,0,8,63,15,7,3,0,2024,0
9,299,2,2,32,10,3,4,0,2024,1
10,977,1,15,37,24,6,4,2,2024,1
12,998,0,6,22,28,4,4,0,2024,0
5,152,2,19,53,13,10,3,2,2024,1
6,273,2,10,31,9,3,4,1,2024,1
5,194,1,2,61,4,2,4,2,2024,0
6,319,1,6,46,24,1,3,1,2024,0
3,944,2,19,23,13,9,3,1,2024,1
3,933,0,23,63,27,8,4,0,2024,1
1,248,1,28,27,13,9,4,2,2024,1
3,958,1,20,43,8,2,4,2,2024,0
9,314,0,10,50,29,2,4,2,2024,0
2,658,1,13,46,15,6,4,1,2024,1
9,491,0,30,47,1,8,3,2,2024,0
4,785,0,8,26,12,7,4,0,2024,1
6,964,0,19,20,28,9,4,2,2024,0
11,288,1,4,58,27,1,4,2,2024,0
9,370,2,1,42,16,1,4,0,2024,1
9,343,0,19,58,2,0,3,1,2024,1
4,260,1,9,28,22,0,3,0,2024,1
4,757,2,8,48,19,6,4,1,2024,1
3,390,1,17,28,16,1,4,1,2024,1
8,433,0,8,43,13,6,4,1,2023,0
2,103,0,13,58,14,9,4,0,2024,0
4,531,1,7,29,16,2,4,0,2024,1
12,402,0,22,48,10,2,4,2,2024,1
12,706,1,31,46,9,6,4,2,2024,1
5,665,1,19,38,3,1,4,2,2024,0
5,284,0,7,42,4,5,3,2,2024,1
12,428,0,6,60,30,0,3,0,2024,1
7,385,0,14,32,1,2,4,0,2024,0
5,927,0,20,37,21,2,4,2,2024,0
2,143,0,11,49,28,3,3,1,2024,1
10,415,3,18,64,25,2,4,2,2024,1
2,167,0,17,38,6,7,3,1,2024,1
9,803,2,22,50,28,0,4,0,2024,1
8,464,1,26,43,6,9,4,1,2024,1
9,437,1,19,42,1,10,3,2,2024,1
7,436,0,4,28,5,9,3,2,2024,1
9,458,2,6,58,30,4,4,0,2024,1
9,857,0,29,41,26,5,3,2,2023,1
10,119,1,30,27,12,8,4,0,2024,1
7,442,0,7,65,8,10,4,1,2024,0
10,819,1,1,43,29,6,4,1,2024,1
2,359,0,17,48,28,6,3,0,2024,1
8,558,0,17,65,9,7,4,2,2024,0
8,473,0,5,43,4,1,2,2,2023,1
6,486,1,26,61,15,5,4,2,2024,1
9,341,0,9,33,16,10,4,0,2023,1
6,533,0,24,60,4,7,3,1,2024,1
8,656,0,14,61,7,10,3,2,2023,1
10,732,3,16,59,8,9,4,1,2024,1
11,395,2,11,22,22,5,4,1,2024,1
8,854,2,26,45,20,4,1,2,2023,1
8,873,1,13,18,24,2,4,0,2024,1
8,676,0,14,41,29,8,3,1,2023,1
11,549,2,16,38,23,5,4,2,2024,1
9,470,0,29,36,9,0,4,2,2024,0
10,392,0,16,20,8,7,3,2,2023,0
9,426,0,25,39,6,0,4,1,2023,0
4,704,0,11,31,1,9,4,0,2024,1
12,890,0,3,28,3,4,1,1,2024,1
3,105,0,25,52,11,2,4,2,2024,1
6,781,0,27,33,21,2,4,0,2024,0
12,587,0,13,61,4,2,4,2,2024,0
12,322,0,3,63,22,10,3,2,2023,1
6,103,0,6,23,8,8,3,1,2024,1
11,149,3,24,48,15,1,4,2,2024,1
10,812,0,16,54,1,5,3,1,2023,1
5,630,1,17,29,16,3,3,2,2024,0
2,598,1,20,52,23,7,4,1,2024,1
12,700,1,5,31,2,3,4,0,2024,1
6,724,0,2,21,20,6,3,1,2024,1
5,977,1,7,25,22,3,4,0,2024,1
11,231,0,18,32,26,8,3,2,2024,1
9,323,0,8,58,23,5,4,0,2024,0
11,438,0,4,36,18,7,3,0,2024,0
1,625,1,29,62,5,6,4,1,2024,1
4,585,1,20,23,25,4,4,2,2024,0
3,684,0,1,37,26,0,4,0,2024,0
10,546,0,2,40,14,6,4,1,2024,1
6,712,1,10,57,1,5,4,1,2024,1
6,473,0,18,53,14,1,3,1,2024,1
12,509,0,26,45,27,10,4,0,2024,0
5,587,1,21,65,17,3,3,1,2024,1
9,362,0,12,27,12,4,0,2,2024,0
4,710,1,7,27,3,10,4,2,2024,1
2,436,0,18,32,10,6,4,2,2024,1
9,181,0,1,31,23,6,4,1,2024,1
8,200,4,4,25,30,2,1,2,2024,1
9,297,1,13,61,9,4,4,0,2024,0
4,982,0,12,20,24,4,4,2,2024,0
9,891,1,3,60,6,7,4,1,2024,1
3,851,1,7,32,5,6,2,0,2024,1
4,148,0,17,41,20,4,4,0,2024,0
1,356,0,27,40,12,9,3,0,2024,1
8,950,0,14,21,15,0,3,1,2023,1
10,583,3,27,39,23,9,4,0,2024,1
9,474,0,17,29,29,5,1,2,2023,1
10,828,0,16,41,8,7,3,2,2023,0
5,744,1,22,39,15,8,4,0,2024,1
3,578,1,25,45,25,9,4,0,2024,0
5,549,0,7,22,11,3,4,1,2024,0
4,775,1,25,47,21,5,4,1,2024,1
1,343,0,3,21,12,6,3,1,2024,1
4,682,0,26,60,11,9,4,0,2024,0
9,691,0,29,38,21,8,4,2,2024,1
10,702,1,20,39,17,3,4,1,2024,0
10,454,1,25,52,24,10,1,2,2024,1
2,752,0,25,51,14,5,4,2,2024,1
12,119,0,31,36,12,5,3,1,2023,1
