,arrival_month,Total_spend,no_of_special_requests,arrival_date,age,Usage_frequency,Support_calls,market_segment_type,type_plan,arrival_year,booking_status
36293,8,958,0,17,49,18,6,4,0,2024,0
36294,5,604,0,7,33,7,5,4,0,2024,0
36295,9,543,0,16,64,11,9,3,0,2023,0
36296,5,104,0,6,43,6,2,3,0,2023,0
36297,3,247,0,15,20,15,7,3,0,2024,0
36298,9,604,0,19,29,12,5,4,1,2024,0
36299,7,661,0,27,21,24,2,4,2,2024,0
36300,7,304,0,3,56,16,2,4,1,2023,0
36301,7,913,0,18,22,2,2,2,0,2023,0
36302,5,479,0,22,38,1,7,3,1,2024,0
36303,9,583,0,14,23,26,4,3,1,2024,0
36304,8,776,0,20,54,16,7,3,0,2024,0
36305,7,816,0,4,32,5,2,3,0,2024,0
36306,5,190,1,28,21,12,8,3,0,2024,0
36307,9,375,0,18,25,8,2,4,1,2024,0
36308,11,388,1,28,62,18,5,3,1,2024,0
36309,7,109,0,1,33,19,2,3,0,2023,0
36310,5,316,0,15,58,7,5,3,0,2024,0
36311,7,258,0,13,39,21,5,4,1,2024,0
36312,8,971,1,1,37,3,4,4,1,2024,0
36313,8,997,0,8,58,6,7,3,2,2023,0
36314,10,994,0,11,47,18,0,3,1,2024,0
36315,8,553,0,23,60,27,5,3,1,2023,0
36316,3,219,0,30,22,26,7,2,1,2024,0
36317,9,808,0,27,29,12,2,4,1,2024,0
36318,10,134,0,7,54,1,0,3,2,2024,0
36319,7,947,0,17,42,3,5,4,1,2023,0
36320,10,376,0,16,30,6,9,3,1,2023,0
36321,3,724,0,9,24,3,3,4,1,2023,0
36322,4,342,0,14,35,2,4,4,0,2024,0
36323,9,279,0,23,34,3,2,4,0,2024,0
36324,4,733,0,29,52,22,0,3,0,2024,0
36325,7,161,0,17,35,21,5,3,0,2023,0
36326,11,659,0,23,56,25,2,2,1,2024,0
36327,8,440,0,26,64,15,2,4,0,2024,0
36328,7,805,0,1,60,6,6,4,0,2023,0
36329,6,236,0,15,38,4,0,3,1,2023,0
36330,3,461,0,23,51,21,2,4,1,2024,0
36331,9,296,0,16,52,28,4,3,1,2024,0
36332,9,675,0,8,38,25,4,4,0,2023,0
36333,4,556,0,8,39,22,9,3,2,2024,0
36334,8,792,0,5,21,4,9,4,1,2024,0
36335,6,923,0,28,60,21,4,4,1,2024,0
36336,8,981,0,20,24,2,3,3,2,2024,0
36337,9,571,0,18,38,15,6,3,0,2024,0
36338,6,208,0,4,48,3,9,3,0,2024,0
36339,7,358,0,11,58,19,3,3,1,2023,0
36340,8,236,0,30,32,17,1,3,1,2024,0
36341,6,417,0,24,60,21,7,4,2,2024,0
36342,11,897,0,27,40,1,4,3,0,2023,0
36343,3,844,0,28,43,29,7,3,2,2024,0
36344,7,442,0,28,45,17,5,3,1,2024,0
36345,6,897,0,3,35,28,9,4,1,2024,0
36346,6,550,0,14,18,17,10,4,2,2024,0
36347,10,691,0,21,52,2,4,3,1,2024,0
36348,10,271,0,2,20,15,7,4,1,2023,0
36349,11,661,0,9,60,24,6,4,0,2023,0
36350,6,198,0,15,21,2,7,3,0,2024,0
36351,5,478,1,24,31,27,6,4,0,2024,0
36352,6,773,0,9,27,14,6,4,0,2024,0
36353,10,339,0,22,57,21,2,2,0,2023,0
36354,5,799,0,30,46,4,1,2,1,2024,0
36355,8,136,0,13,35,13,5,3,0,2024,0
36356,7,708,0,5,30,21,8,4,0,2024,0
36357,4,482,0,22,49,20,8,4,1,2024,0
36358,8,816,0,21,58,27,8,4,0,2024,0
36359,10,947,1,29,42,20,8,4,1,2024,0
36360,7,874,0,16,54,8,3,3,1,2024,0
36361,5,790,0,2,62,26,9,4,0,2024,0
36362,9,346,0,12,40,28,8,4,1,2023,0
36363,7,453,0,15,54,23,8,4,1,2024,0
36364,8,759,0,15,60,4,4,3,1,2024,0
36365,4,952,0,20,24,29,4,3,1,2024,0
36366,7,569,0,16,21,7,6,3,1,2024,0
36367,6,587,0,23,48,23,5,3,1,2024,0
36368,7,928,0,27,22,13,4,4,0,2023,0
36369,8,784,0,23,40,3,8,4,1,2023,0
36370,8,510,0,15,52,6,6,3,1,2023,0
36371,6,171,0,20,56,3,9,3,0,2023,0
36372,10,539,0,26,51,3,8,4,0,2024,0
36373,5,587,1,25,52,7,9,3,1,2024,0
36374,8,638,0,13,22,6,2,3,0,2024,0
36375,5,653,0,8,36,5,1,4,0,2024,0
36376,5,240,0,13,54,26,2,4,1,2024,0
36377,8,505,0,7,25,8,0,3,0,2024,0
36378,8,653,0,12,42,4,2,3,0,2024,0
36379,6,839,0,17,47,7,5,4,1,2023,0
36380,11,297,0,19,40,25,9,4,1,2023,0
36381,9,354,0,4,61,11,1,4,0,2024,0
36382,8,936,0,18,19,1,4,3,1,2024,0
36383,4,543,0,28,40,6,5,4,1,2024,0
36384,6,280,1,24,23,6,3,3,2,2024,0
36385,10,277,0,25,38,1,5,4,1,2024,0
36386,3,160,0,17,31,24,4,3,0,2023,0
36387,5,275,0,7,26,11,9,3,1,2024,0
36388,9,314,0,12,49,25,2,4,1,2024,0
36389,5,959,1,21,28,12,9,4,0,2024,0
36390,9,479,0,25,56,20,4,3,2,2023,0
36391,4,222,0,25,20,13,6,4,1,2024,0
36392,8,707,0,20,59,29,1,4,1,2024,0
36393,7,243,0,7,46,10,0,4,2,2024,0
36394,6,136,0,12,38,3,4,3,1,2024,0
36395,4,797,0,13,39,1,1,4,1,2024,0
36396,6,694,1,16,25,5,8,3,1,2024,0
36397,5,390,0,2,61,25,2,4,0,2024,0
36398,8,964,0,5,63,27,0,4,2,2024,0
36399,8,113,0,17,52,7,6,4,1,2024,0
36400,9,200,0,26,38,28,4,2,0,2024,0
36401,10,360,0,8,34,22,0,3,1,2024,0
36402,9,503,1,30,30,12,5,4,1,2024,0
36403,6,170,0,18,28,3,8,3,0,2024,0
36404,9,174,0,20,44,2,1,4,2,2024,0
36405,5,498,0,1,48,4,3,4,1,2024,0
36406,7,532,1,4,55,16,9,3,2,2024,0
36407,10,119,0,20,34,12,5,4,1,2024,0
36408,6,338,1,5,20,21,9,4,1,2024,0
36409,11,428,0,3,34,1,8,3,0,2024,0
36410,7,248,0,5,55,21,5,4,0,2024,0
36411,8,134,0,15,59,21,1,3,1,2023,0
36412,7,860,0,8,47,24,3,3,1,2023,0
36413,4,203,0,14,47,1,4,3,1,2024,0
36414,7,301,0,5,23,5,9,4,2,2023,0
36415,6,141,0,8,47,8,7,3,0,2024,0
36416,9,314,0,11,49,26,2,4,1,2024,0
36417,6,299,0,21,52,7,6,4,1,2024,0
36418,8,270,1,26,19,16,2,4,1,2023,0
36419,5,396,0,21,64,27,7,4,0,2024,0
36420,9,723,0,16,20,6,7,3,1,2023,0
36421,11,382,1,2,55,9,1,4,1,2023,0
36422,8,906,1,28,22,17,1,4,1,2023,0
36423,3,178,0,28,58,6,4,4,0,2024,0
36424,8,501,0,19,63,17,1,3,1,2023,0
36425,6,123,0,4,25,4,4,4,0,2024,0
36426,7,116,0,5,33,27,1,4,0,2024,0
36427,10,114,0,7,61,19,1,2,0,2023,0
36428,9,934,1,26,26,14,7,3,1,2023,0
36429,7,769,0,15,32,9,3,4,0,2024,0
36430,7,693,0,21,56,20,1,4,0,2024,0
36431,9,485,0,16,36,23,6,3,1,2024,0
36432,10,511,0,4,57,7,0,3,0,2024,0
36433,3,815,0,25,18,10,5,4,1,2024,0
36434,10,480,1,4,35,1,8,4,2,2024,0
36435,4,102,0,13,58,12,8,4,0,2024,0
36436,6,121,0,10,35,16,0,3,1,2024,0
36437,4,185,0,18,40,15,9,4,1,2024,0
36438,8,855,0,13,61,14,4,0,1,2023,0
36439,9,785,0,13,48,23,8,4,1,2024,0
36440,10,589,1,25,32,26,1,3,2,2024,0
36441,11,197,0,25,48,7,3,4,0,2024,0
36442,6,343,0,14,31,13,2,3,0,2024,0
36443,9,209,0,7,41,1,6,3,0,2024,0
36444,5,721,0,8,60,26,1,4,0,2024,0
36445,6,168,0,2,62,24,3,4,0,2024,0
36446,7,768,0,18,63,13,2,3,1,2024,0
36447,4,172,0,20,43,26,6,3,0,2024,0
36448,8,424,0,22,25,24,6,4,0,2024,0
36449,8,628,0,23,39,29,0,4,0,2024,0
36450,7,433,0,8,45,13,4,4,1,2023,0
36451,8,348,0,1,51,18,6,4,1,2024,0
36452,6,547,0,14,50,5,8,3,0,2024,0
36453,8,734,0,20,31,10,2,3,0,2024,0
36454,6,431,0,7,43,27,2,4,0,2024,0
36455,7,811,0,18,45,3,2,3,1,2024,0
36456,8,744,0,23,42,20,2,4,1,2024,0
36457,10,236,0,26,42,20,0,4,1,2024,0
36458,9,821,0,17,49,27,5,3,1,2023,0
36459,3,624,0,19,63,17,4,4,0,2024,0
36460,8,435,0,11,45,21,4,4,1,2024,0
36461,3,231,0,20,58,19,4,4,1,2024,0
36462,9,519,0,8,63,27,7,3,1,2024,0
36463,10,325,0,27,37,25,0,4,1,2024,0
36464,5,373,0,15,18,27,9,4,2,2024,0
36465,5,243,0,15,48,14,7,4,1,2024,0
36466,10,755,0,10,63,3,8,4,0,2024,0
36467,9,758,0,26,19,11,2,3,1,2024,0
36468,11,549,0,14,18,1,4,4,0,2024,0
36469,9,614,0,16,61,23,9,3,0,2023,0
36470,8,367,0,12,35,20,4,4,1,2024,0
36471,9,690,0,26,58,28,5,3,1,2024,0
36472,9,550,0,3,26,22,9,4,1,2023,0
36473,7,532,0,1,55,24,6,3,0,2023,0
36474,6,538,0,13,24,18,9,4,1,2024,0
36475,3,114,0,15,35,4,2,3,2,2024,0
36476,9,341,1,14,63,27,7,4,0,2024,0
36477,8,744,0,22,42,20,2,4,1,2024,0
36478,3,316,0,6,41,7,4,3,1,2024,0
36479,6,156,0,24,22,21,9,3,2,2024,0
36480,10,756,0,1,26,6,6,3,2,2024,0
36481,3,567,0,8,36,25,5,3,1,2024,0
36482,7,382,0,27,64,25,9,4,1,2024,0
36483,8,323,0,22,60,12,3,4,0,2024,0
36484,10,833,0,11,50,13,7,4,0,2024,0
36485,8,670,0,30,49,1,4,4,1,2024,0
36486,5,929,1,4,30,16,10,4,0,2024,0
36487,5,912,0,6,63,25,2,4,1,2024,0
36488,6,485,0,8,50,13,5,3,1,2024,0
36489,10,615,0,16,60,24,9,3,0,2023,0
36490,5,206,1,8,59,23,6,4,2,2024,0
36491,9,952,0,22,43,17,4,3,1,2024,0
36492,7,278,0,17,41,7,8,3,1,2024,0
36493,4,669,0,18,62,27,0,4,2,2024,0
36494,3,879,0,19,56,13,4,3,0,2024,0
36495,5,935,0,18,59,12,9,3,1,2024,0
36496,6,702,0,5,45,25,7,3,1,2024,0
36497,12,652,1,27,57,18,6,4,0,2024,0
36498,7,831,0,20,62,23,8,3,2,2024,0
36499,9,963,0,11,42,8,3,3,0,2024,0
36500,9,888,0,30,54,13,6,3,1,2024,0
36501,4,357,0,22,23,13,8,3,1,2024,0
36502,2,212,0,18,44,7,3,2,0,2024,0
36503,3,320,0,6,44,4,2,3,1,2024,0
36504,2,529,0,28,34,21,1,4,0,2024,0
36505,6,817,0,14,19,28,1,4,1,2024,0
36506,8,841,0,2,26,22,3,4,0,2024,0
36507,3,524,0,24,39,15,8,4,1,2024,0
36508,6,410,1,27,30,17,6,4,1,2024,0
36509,7,154,0,16,57,26,4,4,1,2024,0
36510,9,276,0,27,44,6,6,4,1,2024,0
36511,10,190,0,2,34,17,8,3,2,2024,0
36512,9,467,0,14,21,22,7,3,1,2024,0
36513,10,647,0,4,39,28,4,3,1,2024,0
36514,9,899,0,19,35,20,5,3,0,2024,0
36515,7,243,0,2,19,22,4,3,2,2024,0
36516,10,958,0,17,20,12,1,4,0,2024,0
36517,9,829,0,10,45,21,6,3,0,2024,0
36518,8,265,0,11,30,24,7,4,1,2024,0
36519,7,457,0,26,55,9,8,3,1,2024,0
36520,7,305,1,22,24,11,1,4,2,2024,0
36521,8,894,0,1,61,19,2,3,2,2023,0
36522,2,757,0,27,18,17,7,3,1,2024,0
36523,9,134,0,21,26,8,3,3,0,2024,0
36524,5,277,0,24,59,29,0,3,0,2024,0
36525,7,481,2,27,32,18,3,3,0,2024,0
36526,10,567,1,4,52,2,2,3,2,2024,0
36527,8,488,0,5,20,14,6,3,1,2023,0
36528,6,802,1,5,55,15,9,3,1,2024,0
36529,9,238,1,28,21,22,5,4,0,2024,0
36530,3,419,0,12,49,23,3,4,0,2024,0
36531,4,194,0,18,48,24,4,3,1,2024,0
36532,7,264,0,7,35,7,2,3,0,2024,0
36533,6,193,0,18,31,16,8,3,0,2024,0
36534,9,499,0,29,60,26,2,3,2,2024,0
36535,4,288,0,21,50,29,8,3,0,2023,0
36536,9,754,0,16,56,25,6,4,1,2023,0
36537,5,724,0,13,40,25,9,3,1,2024,0
36538,10,811,1,19,51,26,0,4,1,2023,0
36539,8,711,0,25,54,11,4,4,1,2024,0
36540,9,839,1,10,22,8,6,3,1,2024,0
36541,9,247,0,4,53,7,5,3,0,2023,0
36542,7,823,0,1,55,9,2,4,1,2024,0
36543,9,182,0,13,57,26,0,3,0,2024,0
36544,3,285,0,25,50,10,4,3,0,2024,0
36545,8,442,0,6,55,3,2,4,0,2024,0
36546,3,768,0,28,28,7,1,3,2,2024,0
36547,3,173,0,26,47,17,1,3,0,2024,0
36548,9,184,1,9,45,5,8,4,1,2024,0
36549,5,577,0,27,60,15,9,4,1,2024,0
36550,7,521,0,6,29,11,2,3,1,2023,0
36551,2,355,0,22,60,24,2,4,0,2024,0
36552,7,535,0,26,20,5,5,4,1,2024,0
36553,4,264,0,14,57,27,3,3,1,2024,0
36554,9,505,0,4,33,21,7,3,1,2023,0
36555,9,657,1,3,37,25,7,4,0,2024,0
36556,9,782,0,4,50,9,0,3,1,2023,0
36557,4,253,0,20,58,27,2,3,1,2024,0
36558,2,271,0,15,29,10,8,4,1,2024,0
36559,10,727,0,15,46,10,5,4,0,2024,0
36560,9,397,0,25,34,12,9,3,1,2023,0
36561,6,979,0,12,65,17,2,4,1,2024,0
36562,5,553,0,6,53,29,9,4,0,2024,0
36563,6,789,0,21,33,5,0,4,0,2024,0
36564,7,458,0,3,58,23,1,3,2,2024,0
36565,6,260,0,6,24,14,3,4,1,2024,0
36566,7,640,0,8,44,3,6,3,1,2024,0
36567,7,677,0,29,32,20,6,3,1,2024,0
36568,9,789,0,25,51,3,4,4,1,2024,0
36569,7,200,0,21,61,25,6,3,0,2023,0
36570,9,155,0,15,18,23,6,4,1,2024,0
36571,5,752,0,16,42,27,5,4,0,2024,0
36572,8,703,0,17,36,26,8,4,1,2024,0
36573,3,668,0,13,33,11,8,4,2,2024,0
36574,4,426,0,23,19,8,9,3,0,2024,0
36575,8,341,0,29,44,3,3,4,1,2024,0
36576,4,666,0,2,44,4,1,4,2,2024,0
36577,11,431,0,6,30,12,1,4,0,2023,0
36578,7,454,0,16,53,25,8,3,2,2024,0
36579,6,756,0,25,39,14,0,4,2,2024,0
36580,9,204,0,29,38,5,1,3,1,2024,0
36581,9,366,0,2,20,23,5,3,1,2024,0
36582,10,497,0,5,55,7,6,4,1,2024,0
36583,8,406,0,22,37,21,4,3,1,2024,0
36584,3,293,0,23,53,8,8,4,0,2024,0
36585,9,962,0,25,59,3,1,3,0,2024,0
36586,10,690,0,25,43,16,9,3,0,2024,0
36587,3,620,0,5,34,4,1,4,1,2024,0
36588,6,491,0,21,27,28,6,2,1,2024,0
36589,6,535,0,21,22,11,6,4,2,2024,0
36590,8,660,0,26,26,14,2,4,0,2023,0
36591,4,772,0,6,25,7,5,4,0,2024,0
36592,9,834,0,1,64,14,4,3,0,2024,0
36593,8,287,0,27,60,24,2,3,1,2023,0
36594,8,952,0,4,58,29,7,4,2,2024,0
36595,5,437,0,17,64,24,0,3,0,2024,0
36596,5,978,0,27,22,30,2,3,0,2024,0
36597,10,677,0,16,40,5,1,3,1,2023,0
36598,8,624,0,5,52,10,3,4,1,2024,0
36599,7,110,0,14,26,12,7,4,1,2024,0
36600,8,424,0,3,52,20,4,4,0,2024,0
36601,9,647,0,9,34,2,8,4,0,2023,0
36602,7,211,0,28,31,12,4,4,0,2023,0
36603,8,250,0,17,25,4,4,3,1,2024,0
36604,9,981,0,26,25,4,4,3,0,2024,0
36605,3,913,0,28,45,9,3,3,1,2024,0
36606,10,981,0,10,61,16,4,3,2,2023,0
36607,8,626,0,5,52,10,2,4,1,2024,0
36608,5,998,0,19,48,18,6,4,0,2024,0
36609,8,580,0,15,63,19,6,3,1,2024,0
36610,7,846,1,3,32,17,4,4,1,2024,0
36611,9,294,0,27,36,2,8,4,2,2024,0
36612,4,116,0,21,46,25,8,3,2,2024,0
36613,5,681,0,22,21,4,4,4,0,2024,0
36614,11,758,1,29,46,13,6,4,0,2024,0
36615,6,421,0,7,39,8,3,3,0,2024,0
36616,6,730,0,15,21,4,0,4,1,2024,0
36617,9,869,0,7,64,16,3,3,1,2023,0
36618,4,374,0,22,53,25,2,3,0,2024,0
36619,6,303,0,29,45,18,1,3,2,2024,0
36620,8,770,0,14,23,28,3,3,2,2023,0
36621,4,573,0,26,63,14,8,4,0,2024,0
36622,5,746,0,20,27,27,7,4,0,2024,0
36623,7,832,0,28,49,5,3,4,1,2024,0
36624,8,608,0,25,53,19,3,4,0,2023,0
36625,10,411,0,15,48,3,3,3,0,2024,0
36626,6,535,0,12,31,27,5,3,0,2023,0
36627,4,221,0,27,20,12,8,4,2,2024,0
36628,7,887,0,26,37,21,0,3,1,2024,0
36629,6,172,0,19,29,3,9,3,0,2024,0
36630,3,777,0,5,18,12,9,4,1,2023,0
36631,3,934,0,20,33,21,3,3,1,2024,0
36632,9,133,0,21,26,8,3,3,0,2024,0
36633,7,156,0,24,28,22,1,3,0,2023,0
36634,8,904,0,13,48,12,0,4,1,2023,0
36635,7,681,0,24,18,2,3,3,0,2024,0
36636,10,420,0,26,42,23,0,3,0,2024,0
36637,9,790,0,12,39,11,3,3,0,2024,0
36638,11,533,0,11,46,3,3,4,2,2024,0
36639,8,585,1,3,34,8,5,4,0,2023,0
36640,5,847,0,25,43,23,8,4,0,2024,0
36641,8,187,0,25,40,28,9,4,0,2024,0
36642,9,348,0,5,22,18,7,3,1,2024,0
36643,6,252,0,3,40,15,1,4,1,2024,0
36644,8,236,0,30,32,17,0,3,1,2024,0
36645,7,402,0,16,35,10,4,4,1,2023,0
36646,7,690,0,16,31,10,7,4,1,2024,0
36647,6,599,0,15,56,18,7,4,1,2023,0
36648,9,908,0,3,25,9,5,4,0,2024,0
36649,7,119,0,4,58,17,3,3,2,2024,0
36650,9,822,0,22,30,26,7,4,1,2024,0
36651,10,813,0,15,20,8,1,3,1,2024,0
36652,9,844,0,6,49,14,6,4,1,2024,0
36653,5,371,0,20,49,5,9,3,2,2024,0
36654,9,282,0,11,53,13,7,4,1,2024,0
36655,4,777,0,5,41,24,10,3,0,2024,0
36656,11,195,0,22,48,10,2,4,0,2024,0
36657,9,465,0,16,56,27,6,3,0,2024,0
36658,9,574,0,15,31,3,9,4,1,2024,0
36659,10,622,0,25,19,11,3,4,0,2024,0
36660,5,251,0,4,42,16,2,4,0,2024,0
36661,8,676,0,19,48,10,6,4,0,2024,0
36662,6,535,0,14,48,6,7,3,0,2023,0
36663,10,796,1,15,46,14,1,3,0,2024,0
36664,6,350,0,19,41,8,6,3,0,2024,0
36665,4,771,0,11,30,10,6,4,0,2024,0
36666,4,730,0,28,28,6,8,4,0,2024,0
36667,6,298,1,5,22,5,5,4,1,2024,0
36668,8,629,0,2,54,23,8,3,0,2023,0
36669,6,977,0,29,25,26,4,4,0,2024,0
36670,5,351,0,9,49,9,4,3,1,2024,0
36671,3,203,0,7,21,14,5,4,1,2024,0
36672,8,448,2,30,24,19,4,4,0,2024,0
36673,5,556,0,27,21,4,5,3,0,2024,0
36674,11,203,0,6,35,17,4,4,2,2024,0
36675,11,229,0,14,32,10,7,4,2,2024,0
36676,8,158,0,22,65,28,3,3,1,2023,0
36677,4,981,0,10,61,15,0,4,0,2024,0
36678,10,904,0,5,23,25,6,3,0,2023,0
36679,2,136,0,5,60,15,0,4,1,2024,0
36680,8,514,0,18,61,3,3,2,1,2023,0
36681,6,852,0,10,51,10,2,4,1,2024,0
36682,8,994,0,28,62,15,1,4,0,2024,0
36683,7,742,1,29,22,2,5,4,0,2024,0
36684,7,427,0,28,36,24,8,4,0,2024,0
36685,8,110,0,2,33,18,1,4,0,2023,0
36686,8,129,0,21,48,16,6,4,0,2024,0
36687,6,461,0,23,30,4,7,4,1,2024,0
36688,4,470,0,12,20,9,6,4,0,2024,0
36689,8,344,0,3,52,25,4,4,1,2024,0
36690,2,890,0,28,40,15,3,3,0,2024,0
36691,10,240,0,4,47,19,6,3,0,2024,0
36692,6,633,0,19,32,2,1,3,2,2024,0
36693,8,844,1,8,24,7,6,3,1,2024,0
36694,9,356,0,3,62,4,2,4,0,2024,0
36695,8,474,2,1,60,5,6,4,2,2024,0
36696,6,248,0,6,55,22,5,4,0,2024,0
36697,7,333,0,19,45,5,5,3,1,2023,0
36698,9,762,1,8,51,2,1,3,2,2024,0
36699,9,287,1,29,30,10,0,4,2,2024,0
36700,7,246,0,21,50,29,2,4,0,2023,0
36701,4,715,0,29,48,9,4,3,0,2024,0
36702,8,934,0,14,34,5,1,3,0,2024,0
36703,5,100,0,20,57,28,3,3,1,2024,0
36704,11,188,1,16,35,25,9,3,2,2024,0
36705,9,869,0,24,25,9,0,4,1,2024,0
36706,9,221,0,28,62,18,2,3,0,2023,0
36707,6,927,0,25,23,15,0,4,0,2024,0
36708,8,292,0,26,45,7,4,4,1,2024,0
36709,6,596,0,3,53,7,9,4,2,2024,0
36710,3,436,0,24,45,10,6,3,1,2024,0
36711,7,851,1,7,51,2,7,4,1,2024,0
36712,8,708,0,12,28,12,1,3,1,2023,0
36713,3,571,0,2,20,19,9,4,1,2024,0
36714,5,604,0,24,41,4,2,3,2,2024,0
36715,4,850,0,9,33,23,0,1,0,2024,0
36716,2,476,0,12,63,24,4,4,0,2024,0
36717,9,213,0,22,39,20,7,3,1,2024,0
36718,10,697,0,26,60,22,2,4,1,2024,0
36719,8,134,0,11,25,22,1,4,0,2023,0
36720,7,971,0,11,45,5,6,4,1,2023,0
36721,4,322,0,4,43,10,6,3,1,2024,0
36722,5,696,0,15,46,15,7,3,2,2023,0
36723,7,107,0,28,52,28,9,4,0,2024,0
36724,6,430,0,18,58,22,7,3,0,2024,0
36725,7,642,0,10,22,7,6,4,0,2024,0
36726,8,954,0,15,43,18,5,4,1,2023,0
36727,6,131,0,8,19,29,7,3,0,2024,0
36728,11,421,0,20,52,24,6,4,0,2024,0
36729,7,343,0,16,56,26,7,3,0,2024,0
36730,8,629,1,15,28,1,9,4,0,2024,0
36731,11,992,0,8,57,7,7,3,1,2023,0
36732,8,132,0,29,50,16,7,4,0,2024,0
36733,11,999,0,8,25,25,4,4,1,2024,0
36734,9,868,0,22,25,12,0,3,1,2024,0
36735,9,521,0,18,45,3,1,3,0,2024,0
36736,6,652,0,8,41,23,5,4,0,2024,0
36737,11,964,0,26,38,30,3,4,1,2024,0
36738,4,925,0,24,20,17,0,4,2,2024,0
36739,3,819,0,2,63,16,1,4,0,2024,0
36740,9,849,0,17,47,6,6,3,1,2023,0
36741,5,904,0,26,28,26,7,4,1,2024,0
36742,3,806,0,15,43,15,9,4,1,2024,0
36743,2,160,0,28,37,20,6,3,0,2024,0
36744,9,472,1,13,24,26,3,3,1,2024,0
36745,8,903,0,11,46,22,1,3,0,2024,0
36746,7,587,0,7,34,17,4,4,0,2024,0
36747,10,947,0,4,25,12,6,4,0,2024,0
36748,6,987,0,17,56,28,7,3,0,2023,0
36749,10,421,0,7,36,21,4,4,0,2024,0
36750,4,157,0,25,19,21,9,4,1,2024,0
36751,7,491,0,7,58,20,8,3,0,2024,0
36752,10,796,0,5,57,4,4,3,2,2024,0
36753,8,679,0,16,39,27,6,3,1,2023,0
36754,2,515,0,28,29,30,0,3,0,2024,0
36755,7,367,0,8,43,14,6,3,0,2024,0
36756,9,436,0,15,54,7,5,4,0,2024,0
36757,7,501,0,26,40,21,8,4,0,2024,0
36758,6,784,0,30,46,23,7,3,0,2023,0
36759,10,647,0,16,52,9,1,3,1,2023,0
36760,7,343,0,22,44,14,1,4,0,2024,0
36761,3,641,0,29,58,17,7,4,1,2024,0
36762,5,352,0,10,62,4,3,4,2,2024,0
36763,4,218,0,17,25,22,3,3,1,2024,0
36764,4,509,0,12,56,14,1,4,1,2024,0
36765,7,190,0,29,28,7,7,4,0,2024,0
36766,6,148,0,4,60,8,2,4,1,2023,0
36767,4,463,0,20,60,24,6,3,1,2024,0
36768,8,330,0,28,18,9,10,4,1,2023,0
36769,4,525,0,5,63,8,3,3,0,2024,0
36770,4,554,0,24,60,19,1,4,1,2024,0
36771,9,440,0,12,39,22,5,3,1,2023,0
36772,3,724,0,23,35,13,5,4,1,2024,0
36773,9,672,0,4,27,6,5,4,1,2023,0
36774,9,524,0,15,64,10,5,3,1,2024,0
36775,7,627,0,23,37,30,1,4,0,2024,0
36776,6,850,0,12,49,17,3,4,1,2024,0
36777,8,127,0,27,21,20,1,4,1,2024,0
36778,4,850,0,9,33,23,0,0,0,2024,0
36779,6,811,0,18,51,21,3,4,1,2024,0
36780,5,649,1,2,21,11,3,4,0,2024,0
36781,7,850,0,19,57,3,9,3,0,2024,0
36782,10,599,0,23,28,11,2,4,1,2024,0
36783,4,924,0,20,24,12,9,3,0,2024,0
36784,8,506,1,6,43,18,0,4,0,2024,0
36785,7,435,0,15,62,21,0,2,1,2023,0
36786,8,847,0,18,46,9,6,3,1,2023,0
36787,4,367,0,6,60,4,3,3,2,2024,0
36788,7,726,0,20,44,24,6,3,1,2024,0
36789,7,444,0,27,63,7,4,4,0,2024,0
36790,8,812,0,22,21,23,9,4,0,2024,0
36791,10,242,0,27,50,5,2,4,2,2024,0
36792,4,284,0,11,49,25,7,4,0,2024,0
36793,7,388,0,13,21,11,1,4,2,2024,0
36794,2,714,0,13,28,14,6,4,2,2023,0
36795,7,517,1,27,25,18,5,4,0,2024,0
36796,9,597,0,7,58,30,1,3,1,2023,0
36797,7,362,0,29,53,8,3,3,1,2023,0
36798,11,397,1,24,56,2,6,3,1,2023,0
36799,8,631,1,18,23,2,0,4,0,2024,0
36800,6,344,0,19,18,25,2,4,1,2024,0
36801,4,150,0,8,44,26,7,4,1,2024,0
36802,7,450,0,22,59,13,6,3,2,2024,0
36803,8,361,0,19,63,29,9,3,0,2024,0
36804,4,427,0,23,28,20,1,4,1,2024,0
36805,7,939,1,21,37,28,6,4,1,2023,0
36806,8,554,0,25,57,21,5,4,1,2024,0
36807,7,260,0,15,23,13,2,3,1,2023,0
36808,4,775,0,27,24,11,7,4,0,2024,0
36809,10,642,1,10,36,18,6,4,2,2024,0
36810,9,125,0,5,40,7,0,3,0,2024,0
36811,7,203,0,7,45,28,0,3,1,2023,0
36812,11,535,0,26,60,22,6,4,0,2024,0
36813,7,178,0,6,32,2,1,4,1,2023,0
36814,9,828,0,16,42,7,5,3,1,2023,0
36815,11,587,1,6,30,3,4,3,1,2023,0
36816,8,252,0,26,51,18,2,4,0,2024,0
36817,9,443,0,19,56,20,3,3,0,2024,0
36818,7,434,0,18,31,23,1,3,1,2024,0
36819,5,613,0,7,54,18,3,2,0,2023,0
36820,10,709,0,12,29,13,4,3,0,2024,0
36821,11,622,0,5,41,26,8,4,1,2023,0
36822,4,481,0,5,18,10,0,4,1,2024,0
36823,6,223,0,5,51,4,7,3,2,2024,0
36824,9,616,0,15,60,28,4,3,0,2023,0
36825,11,869,0,29,46,24,3,4,0,2024,0
36826,8,107,1,23,61,4,5,4,0,2024,0
36827,9,352,1,29,25,3,5,4,0,2024,0
